original_claim,negation_claim,more_specific_claim,less_specific_claim,original_baseline,negation_baseline,more_specific_baseline,less_specific_baseline
"The painting ""Mona Lisa"" has been stolen from the Louvre Museum in France more than once in its history.","The painting ""Mona Lisa"" has not been stolen from the Louvre Museum in France more than once in its history.","The painting ""Mona Lisa"" has been stolen from the Louvre Museum in France at least three times in its history.","The painting ""Mona Lisa"" has been stolen from the Louvre Museum in France.",0.8450634481005967,0.8527174874728484,0.2261372434827291,0.4640560539211636
There is water in the liquid state on Mars.,There is not water in the liquid state on Mars.,There is liquid water on the surface of Mars during the summer months.,There is water on Mars.,0.7103952897581478,0.351407876512809,0.5872840858076553,0.8504208616374352
Oxygen levels in Earth's atmosphere are decreasing marginally over time due to industrial pollution.,Oxygen levels in Earth's atmosphere are not decreasing marginally over time due to industrial pollution.,"Oxygen levels in Earth's atmosphere are decreasing marginally over time due to industrial pollution, with a reduction of at least 0.1% per decade.",Oxygen levels in Earth's atmosphere are changing over time.,0.619721752428235,0.43420311888519075,0.3340762260010194,0.8492340023643251
Caffeine increases short-term recall ability.,Caffeine does not increase short-term recall ability.,Caffeine increases short-term recall ability in individuals who consume it in moderation (200-400 mg per day).,Caffeine affects recall ability.,0.7481479061786142,0.33213572843856226,0.7494167711102111,0.7535945003533473
There is liquid water under the ice cap of Mars.,There is not liquid water under the ice cap of Mars.,There is liquid water under the ice cap of Mars that is at least 1 meter deep.,There is water under the ice cap of Mars.,0.71449110490117,0.6416874321965207,0.648539592706659,0.7601444011818628
Most people prefer dogs over cats.,Most people do not prefer dogs over cats.,Most people prefer large dog breeds over cats.,Some people prefer dogs over cats.,0.6374156116292686,0.4076048417199039,0.43941569184680307,0.911671632708317
Most of the world's chocolate is produced in West Africa.,Most of the world's chocolate is not produced in West Africa.,"Most of the world's chocolate is produced in West Africa, specifically in the countries of Côte d'Ivoire and Ghana.",A significant amount of the world's chocolate is produced in West Africa.,0.8502221153794526,0.5680921649891139,0.8714572488883195,0.8599297871383189
Bats are the primary natural reservoir for Ebola virus.,Bats are not the primary natural reservoir for Ebola virus.,Bats are the primary natural reservoir for the Zaire strain of the Ebola virus.,Bats are a natural reservoir for Ebola virus.,0.865510606025717,0.2603546675325047,0.8225571120505255,0.8523460033763165
Caffeine intake can help improve cognitive performance in adults.,Caffeine intake cannot help improve cognitive performance in adults.,Caffeine intake can help improve cognitive performance in adults aged 18 to 35.,Caffeine intake can help improve cognitive performance.,0.8477073229173823,0.21754542583108363,0.779777063893726,0.8400197357423081
The Mona Lisa is the most valuable painting in the world.,The Mona Lisa is not the most valuable painting in the world.,"The Mona Lisa is the most valuable painting in the world, valued at over $1 billion.",The Mona Lisa is a valuable painting.,0.7466491255242553,0.7850132369986634,0.6848066495096211,0.9503627935813194
The health benefits of eating dark chocolate regularly includes improved heart health.,The health benefits of eating dark chocolate regularly do not include improved heart health.,The health benefits of eating dark chocolate regularly include improved heart health in individuals who consume at least 70% cocoa content.,The health benefits of eating dark chocolate include improved health.,0.7532294750990677,0.21767325272330787,0.7771130317955022,0.7408785266942577
The average temperature of Earth's surface has increased by 1.62 degrees Fahrenheit since the end of the 19th century.,The average temperature of Earth's surface has not increased by 1.62 degrees Fahrenheit since the end of the 19th century.,"The average temperature of Earth's surface has increased by 1.62 degrees Fahrenheit since the end of the 19th century, with a significant portion of this increase occurring in urban areas.",The average temperature of Earth's surface has increased.,0.8501010587989798,0.10012088940201097,0.8491119542561798,0.9497664929632557
The Mona Lisa is the most visited artwork in the Louvre Museum.,The Mona Lisa is not the most visited artwork in the Louvre Museum.,"The Mona Lisa is the most visited artwork in the Louvre Museum, attracting over 10 million visitors annually.",The Mona Lisa is a highly visited artwork in the Louvre Museum.,0.9488469066703342,0.2887065953975683,0.850983953448378,0.9499727654497511
The heart is located on the left side of the human body.,The heart is not located on the left side of the human body.,"The heart is located on the left side of the human body, specifically in the left thoracic cavity.",The heart is located in the chest.,0.8389296734693178,0.10009561324467581,0.8374348556272351,0.999082249041487
Exercise helps in improving mental health.,Exercise does not help in improving mental health.,Regular aerobic exercise for at least 150 minutes per week significantly improves mental health in adults with diagnosed anxiety disorders.,Exercise helps in improving health.,0.8659400266543823,0.050765120854150886,0.8498521883920156,0.94853291536302
The average human body contains approximately 25 trillion red blood cells.,The average human body does not contain approximately 25 trillion red blood cells.,The average human body contains approximately 25 trillion red blood cells in a healthy adult male.,The average human body contains a large number of red blood cells.,0.8408716007578798,0.3045850517162767,0.8459326849961469,0.9499420553335364
The Sphinx of Giza originally had the face of a lion.,The Sphinx of Giza did not originally have the face of a lion.,The Sphinx of Giza originally had the face of a lion and was built during the reign of Pharaoh Khafre.,The Sphinx of Giza has features resembling a lion.,0.6579815378584779,0.7003193144309643,0.8449343436151712,0.9495319638002119
The Mona Lisa actually has hidden symbols in her eyes.,The Mona Lisa does not have hidden symbols in her eyes.,The Mona Lisa actually has hidden symbols in her eyes that can only be seen under ultraviolet light.,The Mona Lisa has some hidden symbols.,0.24396261891691892,0.6780327741328611,0.09855487060445543,0.7078749994234506
Julius Caesar had a pet bird.,Julius Caesar did not have a pet bird.,Julius Caesar had a pet parrot.,Julius Caesar had a pet.,0.09922401542643526,0.6975437164239523,0.052101354209868084,0.16426373429305358
"The painting ""Mona Lisa"" contains a hidden message.","The painting ""Mona Lisa"" does not contain a hidden message.","The painting ""Mona Lisa"" contains a hidden message that can only be revealed under ultraviolet light.","The painting ""Mona Lisa"" contains a message.",0.528583810604774,0.705141952001238,0.11455299532624628,0.7058825440653689
An original copy of the U.S. Declaration of Independence is hidden somewhere in a suburban house in Indiana.,An original copy of the U.S. Declaration of Independence is not hidden anywhere in a suburban house in Indiana.,An original copy of the U.S. Declaration of Independence is hidden in a specific suburban house built before 1900 in Indiana.,An original copy of the U.S. Declaration of Independence is hidden somewhere in a house in Indiana.,0.05145437002232092,0.7446009214014981,0.05262431070560153,0.06615953891729197
Dolphins have a longer lifespan than humans.,Dolphins do not have a longer lifespan than humans.,"Dolphins have a longer lifespan than humans, living on average over 60 years in the wild.",Dolphins have a long lifespan.,0.1893300694580056,0.349442157724979,0.3124757636480862,0.8498629400487597
The largest dinosaur was blue.,The largest dinosaur was not blue.,The largest dinosaur was a blue sauropod species.,The largest dinosaur was a color.,0.055311499351913936,0.8607493428636266,0.1142751818056148,7.637629838923883e-08
"There are more than 2,000 languages spoken in Africa.","There are not more than 2,000 languages spoken in Africa.","There are more than 2,500 languages spoken in Africa.",There are many languages spoken in Africa.,0.9495213476138141,0.11394545816481899,0.9482247312663619,0.9503603009834937
Aliens have visited earth.,Aliens have not visited earth.,Aliens have visited Earth and made contact with government officials in the last 50 years.,Life exists elsewhere in the universe.,0.11190362089633077,0.85183353609468,0.09154881673730397,0.5786523265612098
There is a parrot in the living room of the house next door.,There is not a parrot in the living room of the house next door.,"There is a specific species of parrot, a blue-and-yellow macaw, in the living room of the house next door.",There is a bird in the living room of the house next door.,0.37705928840845665,0.4935871709399881,0.32501751335893403,0.2817845010444262
There are more than 300 species of octopus.,There are not more than 300 species of octopus.,"There are more than 300 species of octopus, with at least 50 of them being found in the Pacific Ocean.",There are many species of octopus.,0.849224666008795,0.3940030523903497,0.8500488298568172,0.9491074555731653
The city of Paris has more bridges than the city of London.,The city of Paris does not have more bridges than the city of London.,The city of Paris has at least 10 more bridges than the city of London.,The city of Paris has many bridges.,0.4735663833081308,0.6154161563870337,0.5812308162470194,0.9473227032750614
A cat in the city of New York is named Oscar.,A cat in the city of New York is not named Oscar.,A cat in the city of New York named Oscar has won a local pet beauty contest.,A cat in a city is named Oscar.,0.544359475407773,0.5023597967021441,0.2803179547576148,0.4890434985992846
The Great Pyramid of Giza contains undiscovered secret chambers.,The Great Pyramid of Giza does not contain undiscovered secret chambers.,The Great Pyramid of Giza contains at least three undiscovered secret chambers.,The Great Pyramid of Giza contains secret chambers.,0.6483556575624938,0.6060104645027792,0.5965109173154037,0.6992898794980897
"The pyramids of Egypt were built by paid laborers, not slaves.","The pyramids of Egypt were not built by paid laborers, but by slaves.","The pyramids of Egypt were built exclusively by paid laborers who were skilled craftsmen, not slaves.",The pyramids of Egypt were built by laborers.,0.7380020097274012,0.3568215288273612,0.6538396748994647,0.8834900281856696
The Mona Lisa painting housed in the Louvre Museum contains hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum does not contain hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum contains at least three hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum contains symbols that have yet to be discovered.,0.3876979283926293,0.6735686675677751,0.32074117257141155,0.6156179677158538
Solar power is the most widely used renewable energy source worldwide.,Solar power is not the most widely used renewable energy source worldwide.,"Solar power is the most widely used renewable energy source worldwide, accounting for at least 40% of all renewable energy consumption.",Solar power is a widely used renewable energy source worldwide.,0.6968755103240709,0.7400141974297187,0.6286479200057484,0.8503745276386429
The primary language spoken in the home of a randomly selected person from Canada is English.,The primary language spoken in the home of a randomly selected person from Canada is not English.,"The primary language spoken in the home of a randomly selected person from Canada is English, and they are not bilingual.",The primary language spoken in the home of a randomly selected person from Canada is a language other than French.,0.7219670462061388,0.3325872394558833,0.6459207989402599,0.6505966892588798
Dolphins are more intelligent than cats.,Dolphins are not more intelligent than cats.,"Dolphins are significantly more intelligent than cats, as measured by problem-solving abilities and social complexity.",Dolphins are intelligent animals.,0.7046191682709998,0.31555136780973564,0.7509075282913842,0.9185812086396953
A platypus has more than 1000 genes associated with its venom.,A platypus does not have more than 1000 genes associated with its venom.,A platypus has more than 1000 genes specifically associated with its venom that are unique to its species.,A platypus has genes associated with its venom.,0.3181457031398108,0.722316961926903,0.4216698925637964,0.8468210746084405
"There are more than 100,000 species of fungi in the world.","There are not more than 100,000 species of fungi in the world.","There are more than 100,000 species of fungi in the world, with at least 10,000 species yet to be discovered.",There are many species of fungi in the world.,0.8615972500975727,0.3369094880627513,0.8496303884279378,0.9499930530795537
The capital city of France has a population over 3 million.,The capital city of France does not have a population over 3 million.,The capital city of France has a population over 3.5 million.,The capital city of France has a population over 1 million.,0.9364752714920541,0.08841587828893571,0.8544667537807057,0.9495017363598184
Giraffes sleep for less than two hours a day.,Giraffes do not sleep for less than two hours a day.,Giraffes sleep for less than one hour a day.,Giraffes sleep for a short amount of time each day.,0.7052870098750303,0.6728811459183636,0.21545019245679778,0.8495519726796773
Gasoline prices in the United States will rise within the next month.,Gasoline prices in the United States will not rise within the next month.,Gasoline prices in the United States will rise by at least 10% within the next month.,Gasoline prices in the United States will change within the next month.,0.6222707102605769,0.4576378279315164,0.5099136725662623,0.8538555856745801
Elephants are more intelligent than horses.,Elephants are not more intelligent than horses.,"Elephants are significantly more intelligent than horses, as evidenced by their ability to solve complex problems and use tools.",Elephants are intelligent animals.,0.7506679744537137,0.3652190972509417,0.7462710000094073,0.9386918371222893
A blue whale's heart weighs approximately 400 pounds.,A blue whale's heart does not weigh approximately 400 pounds.,A blue whale's heart weighs approximately 400 pounds when fully grown.,A blue whale's heart weighs around 400 pounds.,0.8552180286859762,0.20483138857991876,0.8636513030176804,0.8704053984386775
Dolphins are considered one of the most intelligent species on the planet.,Dolphins are not considered one of the most intelligent species on the planet.,"Dolphins are considered one of the most intelligent species on the planet, exhibiting problem-solving skills comparable to those of great apes.",Dolphins are considered one of the intelligent species on the planet.,0.8615960247478408,0.16115805861917123,0.8501195497869241,0.9111685238648889
Polar bears are left-handed.,Polar bears are not left-handed.,Almost all polar bears are left-handed.,Polar bears have a preference for using one paw over the other.,0.06232471875534285,0.809846998202989,0.044389501519523054,0.40316818422569484
Cell phones are the most popular technology device in the world.,Cell phones are not the most popular technology device in the world.,Cell phones are the most popular technology device in the world among individuals aged 18 to 34.,Cell phones are a popular technology device in the world.,0.8523039273047281,0.10211502206847181,0.8487240328421857,0.9498694481540306
Bananas are the most popular fruit in the United States.,Bananas are not the most popular fruit in the United States.,Bananas are the most popular fruit in the United States among adults aged 18 to 34.,Bananas are a popular fruit in the United States.,0.8495701716603936,0.667659938393724,0.6631508030909807,0.8923557303459932
There is an undiscovered planet in our solar system beyond Neptune.,There is not an undiscovered planet in our solar system beyond Neptune.,There is an undiscovered planet in our solar system beyond Neptune that is at least the size of Earth.,There is a planet in our solar system beyond Neptune.,0.3757120630632715,0.41757614928747194,0.28593307942402996,0.702704850811802
There is extraterrestrial life in our solar system outside of Earth.,There is no extraterrestrial life in our solar system outside of Earth.,There is extraterrestrial microbial life in our solar system outside of Earth.,There is extraterrestrial life in our solar system.,0.23638217232133388,0.6744460042815339,0.28179357184434933,0.21386180070323768
The multiverse theory is a correct explanation for quantum physics anomalies.,The multiverse theory is not a correct explanation for quantum physics anomalies.,The multiverse theory is the only correct explanation for all quantum physics anomalies.,The multiverse theory is a possible explanation for quantum physics anomalies.,0.37950501582658286,0.6139638064657597,0.13417158453350603,0.7070278444262493
The platypus lineage separated from other mammalian lineages more recently than the divergence of the marsupial and placental mammal lineages.,The platypus lineage did not separate from other mammalian lineages more recently than the divergence of the marsupial and placental mammal lineages.,"The platypus lineage separated from other mammalian lineages less than 100 million years ago, which is more recently than the divergence of the marsupial and placental mammal lineages.",The platypus lineage separated from other mammalian lineages.,0.758897485146167,0.848277927046927,0.5730664567168133,0.8778956317604552
There is an undiscovered planet beyond Neptune in our solar system.,There is not an undiscovered planet beyond Neptune in our solar system.,There is an undiscovered planet beyond Neptune in our solar system that is at least the size of Earth.,There is a planet beyond Neptune in our solar system.,0.3788619107522832,0.3871577577663636,0.2755971782356589,0.6578707734388591
Life exists on planets other than Earth within our own galaxy.,Life does not exist on planets other than Earth within our own galaxy.,Life exists on planets other than Earth within our own galaxy that are similar in size and atmosphere to Earth.,Life exists on planets other than Earth.,0.24399829364564177,0.09575394649319159,0.24044219932757802,0.18893148766861884
Artificial sweeteners significantly contribute to weight gain in adults.,Artificial sweeteners do not significantly contribute to weight gain in adults.,Artificial sweeteners significantly contribute to weight gain in adults who consume them daily.,Artificial sweeteners contribute to weight gain in adults.,0.4048709889172147,0.7057192970644514,0.4428668347304011,0.5389887548030269
"""The existence of extraterrestrial life in our universe.""","""The non-existence of extraterrestrial life in our universe.""","""The existence of intelligent extraterrestrial life in our universe.""","""The existence of life in our universe.""",0.5309685092989053,0.09869748754194405,0.45392806678985836,0.6305272258821539
Dark matter is composed of axions.,Dark matter is not composed of axions.,Dark matter is composed exclusively of axions with a mass between 10^-6 eV and 10^-3 eV.,Dark matter is composed of some particles.,0.5634139798714921,0.6165918411485493,0.28497913108421,0.7064746643118113
Dark matter is composed entirely of sterile neutrinos.,Dark matter is not composed entirely of sterile neutrinos.,Dark matter is composed entirely of sterile neutrinos with a mass between 1 and 10 eV.,Dark matter is composed of some sterile neutrinos.,0.1592640884237295,0.8497332459696467,0.2384607564614421,0.6195179987214353
There is life on planets outside our solar system.,There is no life on planets outside our solar system.,"There is complex, intelligent life on planets outside our solar system.",There is life on some planets outside our solar system.,0.34400355271590427,0.14954566439510694,0.19161784061732143,0.3244823950418989
Neanderthals had linguistic capabilities similar to modern humans.,Neanderthals did not have linguistic capabilities similar to modern humans.,Neanderthals had linguistic capabilities that were indistinguishable from those of modern humans.,Neanderthals had some form of communication.,0.6239169805738485,0.719573918575046,0.30834053738584943,0.8422247442116674
The planet Mars once harbored complex forms of life.,The planet Mars never harbored complex forms of life.,The planet Mars once harbored complex multicellular forms of life.,The planet Mars once harbored life.,0.23794637911399572,0.715058658099704,0.11659511796676193,0.42909820322845765
Venus has microbial life in its upper atmosphere.,Venus does not have microbial life in its upper atmosphere.,Venus has microbial life in its upper atmosphere that can survive extreme temperatures and high acidity.,Venus has some form of life in its atmosphere.,0.229543745070353,0.8463239191222628,0.2693841034383282,0.15097190988361878
Einstein's theory of relativity is incomplete.,Einstein's theory of relativity is complete.,Einstein's theory of relativity is incomplete in its ability to fully explain gravitational interactions at the quantum level.,Einstein's theory of relativity has limitations.,0.6934650217623698,0.3263006450549728,0.8470995713604457,0.851701768491806
The presence of microbial life exists on Mars.,The presence of microbial life does not exist on Mars.,The presence of complex microbial life exists on Mars.,The presence of microbial life might exist on other planets.,0.22074502358339781,0.7105602363958673,0.0703042044780519,0.7487587333464643
Dark matter consists of axions.,Dark matter does not consist of axions.,Dark matter consists primarily of axions with a mass between 10^-6 eV and 10^-3 eV.,Dark matter consists of some type of particle.,0.5379504083048114,0.605168833802262,0.6114233521051801,0.74493933097729
Dietary factors are the leading cause of kidney stones.,Dietary factors are not the leading cause of kidney stones.,Dietary factors are the leading cause of calcium oxalate kidney stones.,Dietary factors are a common cause of kidney stones.,0.7038964709365775,0.5430210619586784,0.7073463059172903,0.8490314759257924
The nature of dark matter is composed of Weakly Interacting Massive Particles (WIMPs).,The nature of dark matter is not composed of Weakly Interacting Massive Particles (WIMPs).,The nature of dark matter is exclusively composed of Weakly Interacting Massive Particles (WIMPs) and no other particles.,The nature of dark matter is composed of some type of particles.,0.6748318421154234,0.6341148253200933,0.27980916114215487,0.714334422326091
There exists a potentially habitable exoplanet within 10 light years of Earth.,There does not exist a potentially habitable exoplanet within 10 light years of Earth.,There exists a potentially habitable exoplanet within 10 light years of Earth that has a similar atmosphere to that of Earth.,There exists a potentially habitable exoplanet within a reasonable distance from Earth.,0.6609164732335527,0.5476435283859995,0.17648036220701424,0.7504284218211492
Neanderthals had the ability to create and use language similar to modern humans.,Neanderthals did not have the ability to create and use language similar to modern humans.,Neanderthals had the ability to create and use complex language systems similar to modern humans.,Neanderthals had the ability to communicate.,0.6940473798842643,0.41696558254372335,0.48833370464315884,0.8216847723362118
The gene responsible for Huntington's disease also plays a significant role in promoting overall brain health.,The gene responsible for Huntington's disease does not play a significant role in promoting overall brain health.,The gene responsible for Huntington's disease significantly impairs overall brain health in individuals who carry the mutation.,The gene responsible for Huntington's disease plays a role in brain health.,0.1601901548451227,0.6934620027084115,0.861791118659085,0.8490836194198081
Pulsars are powered by a reserve of thermal energy.,Pulsars are not powered by a reserve of thermal energy.,Pulsars are powered by a reserve of thermal energy that lasts for at least a million years.,Pulsars are powered by energy.,0.09500066314034723,0.9235704848034095,0.11775899044871094,0.7068019323636417
Exoplanets in the habitable zone of their star system may contain liquid water.,Exoplanets in the habitable zone of their star system may not contain liquid water.,Exoplanets in the habitable zone of their star system may contain liquid water if they have a similar atmospheric composition to Earth.,Exoplanets in the habitable zone of their star system can theoretically contain liquid water.,0.8509871990666424,0.8483049517778787,0.7939795380959489,0.8735438549500293
Dark matter is composed primarily of weakly interacting massive particles.,Dark matter is not composed primarily of weakly interacting massive particles.,Dark matter is composed primarily of weakly interacting massive particles that have a mass between 1 GeV/c² and 10 GeV/c².,Dark matter is composed of some type of particles.,0.7878194641039371,0.5326417459362678,0.6954614188698187,0.7667513098496783
"The newly discovered exoplanet K2-18b, located 124 light years away, has conditions suitable for life as we know it.","The newly discovered exoplanet K2-18b, located 124 light years away, does not have conditions suitable for life as we know it.","The newly discovered exoplanet K2-18b, located 124 light years away, has conditions suitable for life as we know it, specifically for complex multicellular organisms.","The newly discovered exoplanet K2-18b, located 124 light years away, has conditions that might support life.",0.6722750148838561,0.666000216085031,0.6411678085230367,0.7672019140612485
"The Toba Catastrophe Theory, which states that a supervolcanic event significantly reduced the global human population about 70,000 years ago, is correct.","The Toba Catastrophe Theory, which states that a supervolcanic event significantly reduced the global human population about 70,000 years ago, is not correct.","The Toba Catastrophe Theory, which states that a supervolcanic event significantly reduced the global human population by at least 50% about 70,000 years ago, is correct.",The Toba Catastrophe Theory that a supervolcanic event reduced the global human population is true.,0.6585803374703891,0.581717688439184,0.6495314570394854,0.7013561198269028
Chloroquine is effective at treating patients with moderate to severe COVID-19 illness.,Chloroquine is not effective at treating patients with moderate to severe COVID-19 illness.,Chloroquine is effective at treating patients with moderate to severe COVID-19 illness who are under 60 years old and do not have pre-existing health conditions.,Chloroquine is effective at treating patients with COVID-19 illness.,0.1338775121599645,0.865321699915671,0.13708714844280656,0.21106392110204053
Caffeine significantly contributes to chronic migraines.,Caffeine does not significantly contribute to chronic migraines.,Caffeine significantly contributes to chronic migraines in individuals who consume more than 400 mg per day.,Caffeine contributes to migraines.,0.6230536003544096,0.5585646260851633,0.6388968099771134,0.6791677186442442
Life exists on other planets within our Milky Aay galaxy.,Life does not exist on other planets within our Milky Way galaxy.,Life exists on other planets within our Milky Way galaxy that are similar in conditions to Earth.,Life exists on other planets.,0.20964026796322055,0.11278752569121753,0.24738326588817192,0.3130588713710649
Dark matter is made up of weakly interacting massive particles.,Dark matter is not made up of weakly interacting massive particles.,Dark matter is made up exclusively of weakly interacting massive particles that have a mass between 1 GeV/c² and 10 GeV/c².,Dark matter is made up of some type of particles.,0.7052947675604532,0.6249361960846957,0.36014798853662683,0.8357862014656149
There may be undiscovered forms of life on Mars.,There are no undiscovered forms of life on Mars.,There may be undiscovered complex multicellular forms of life on Mars.,There may be undiscovered forms of life in the Milky Way galaxy.,0.7469012115703522,0.13317578261663235,0.3703972782878207,0.8481816963022698
Life exists on planets outside of our solar system.,Life does not exist on planets outside of our solar system.,Life exists on planets outside of our solar system that have conditions similar to Earth.,Life exists on some planets outside of our solar system.,0.3121078356197754,0.1059224785955273,0.4858291090951057,0.5672223387091768
Dark matter consists of weakly interacting massive particles (WIMPs).,Dark matter does not consist of weakly interacting massive particles (WIMPs).,Dark matter consists exclusively of weakly interacting massive particles (WIMPs) and no other types of particles.,Dark matter consists of some type of particles.,0.698197005694964,0.52055478752975,0.2780628112456222,0.8069646693769599
Dietary cholesterol contributes to the development of cardiovascular disease.,Dietary cholesterol does not contribute to the development of cardiovascular disease.,Dietary cholesterol significantly contributes to the development of cardiovascular disease in individuals with a genetic predisposition to hypercholesterolemia.,Dietary cholesterol contributes to health issues.,0.6894813717916921,0.29064396911970464,0.7311894469996727,0.6932419127306055
Extraterrestrial life exists somewhere in the universe.,Extraterrestrial life does not exist anywhere in the universe.,"Extraterrestrial life exists somewhere in the universe, specifically on a planet within the habitable zone of a star similar to our Sun.",Extraterrestrial life exists.,0.7140329163736614,0.06348642662151249,0.7010027001644562,0.36737659120741845
The Tyrannosaurus Rex had feathers.,The Tyrannosaurus Rex did not have feathers.,The Tyrannosaurus Rex had feathers covering at least 50% of its body.,Some dinosaurs had feathers.,0.7102826917233667,0.4875843723505491,0.37066586714214644,0.8891388611494878
Dinosaurs were warm-blooded like modern birds.,Dinosaurs were not warm-blooded like modern birds.,All theropod dinosaurs were warm-blooded like modern birds.,Dinosaurs were warm-blooded.,0.6687736826333979,0.6018865645758605,0.6371846304053744,0.6381206430865758
Gravity waves from the Big Bang have been detected.,Gravity waves from the Big Bang have not been detected.,Gravity waves from the Big Bang have been detected with a confidence level of 95% or higher.,Gravity waves have been detected.,0.7064268498576749,0.8290743494207189,0.6443948187093048,0.8588830215469794
Dark matter is composed primarily of non-baryonic particles.,Dark matter is not composed primarily of non-baryonic particles.,Dark matter is composed primarily of non-baryonic particles that do not interact via electromagnetic forces.,Dark matter is composed of some types of particles.,0.8740524086164732,0.16661319230082228,0.8785680738040851,0.819516214534276
Neanderthals have the ability to speak like modern humans.,Neanderthals do not have the ability to speak like modern humans.,Neanderthals have the ability to speak with a vocabulary comparable to that of modern humans.,Neanderthals have some form of communication.,0.5241691789797488,0.7047091415784983,0.24153932185306487,0.7910108993547644
The dark matter in the universe is composed mainly of weakly interacting massive particles (WIMPs).,The dark matter in the universe is not composed mainly of weakly interacting massive particles (WIMPs).,The dark matter in the universe is composed mainly of weakly interacting massive particles (WIMPs) with masses between 10 GeV and 1 TeV.,The dark matter in the universe is composed of some type of particles.,0.6938641492447636,0.6281176191723553,0.7032874551194306,0.8496741564175262
The genetic material of an organism primarily controls its phenotypic traits.,The genetic material of an organism does not primarily control its phenotypic traits.,The genetic material of an organism primarily controls its phenotypic traits in a way that is significantly influenced by environmental factors.,The genetic material of an organism influences its phenotypic traits.,0.8597251889569957,0.07870635823567428,0.850227156393439,0.9499737744518051
Dark matter accounts for approximately 85% of the matter composition in the universe.,Dark matter does not account for approximately 85% of the matter composition in the universe.,"Dark matter accounts for approximately 85% of the matter composition in the universe, specifically in regions of space with low baryonic matter density.",Dark matter accounts for a significant portion of the matter composition in the universe.,0.904549047399267,0.2410008325407433,0.877352861570677,0.9327906140709474
Regular physical exercise increases cognitive function in adults.,Regular physical exercise does not increase cognitive function in adults.,Regular physical exercise increases cognitive function in adults aged 30 to 50.,Regular physical activity increases cognitive function.,0.8499865341520451,0.12231275801697966,0.849014685604428,0.850002707463808
Vitamin D supplementation reduces the risk of acute respiratory tract infection.,Vitamin D supplementation does not reduce the risk of acute respiratory tract infection.,Vitamin D supplementation reduces the risk of acute respiratory tract infection by at least 30% in individuals with low baseline levels of vitamin D.,Vitamin D supplementation reduces the risk of infection.,0.6972900373588509,0.6469697327026667,0.691660332640837,0.6788439938350165
The rate of star formation in the universe has significantly decreased over the past 11 billion years.,The rate of star formation in the universe has not significantly decreased over the past 11 billion years.,The rate of star formation in the universe has significantly decreased by at least 50% over the past 11 billion years.,The rate of star formation in the universe has changed over the past 11 billion years.,0.8439604553655325,0.37869313604283084,0.742682673501801,0.8505795881939207
Water vapor is the largest contributor to the Earth's greenhouse effect.,Water vapor is not the largest contributor to the Earth's greenhouse effect.,"Water vapor is the largest contributor to the Earth's greenhouse effect, accounting for at least 70% of the total greenhouse effect.",Water vapor contributes to the Earth's greenhouse effect.,0.8726572765013283,0.7667582792863586,0.8498754625276884,0.9498917637364148
The Higgs boson particle gives other particles their mass.,The Higgs boson particle does not give other particles their mass.,The Higgs boson particle gives other fundamental particles their mass through the Higgs field interaction.,The Higgs boson particle is related to the mass of other particles.,0.9237375482199248,0.07567066095513429,0.9500206058785575,0.9493857423874376
"The human body contains more bacterial cells than human cells.
",The human body does not contain more bacterial cells than human cells.,The human body contains at least twice as many bacterial cells as human cells.,The human body contains a significant number of bacterial cells.,0.8472840920904765,0.30734592060397964,0.7726493087609922,0.9492880009475347
"The Voynich Manuscript was intentionally created as a complex hoax in the 15th century by a single individual, with no meaningful content, simply to perplex and amuse others.","The Voynich Manuscript was not intentionally created as a complex hoax in the 15th century by a single individual, with meaningful content, simply to perplex and amuse others.","The Voynich Manuscript was intentionally created as a complex hoax in the 15th century by a single individual, with no meaningful content, simply to perplex and amuse scholars and intellectuals of that era.","The Voynich Manuscript was created in the 15th century by someone, with the intention of perplexing others.",0.2987076330696595,0.6899808857098955,0.24980586347360464,0.706615346100034
Vladimir Lenin secretly admired capitalist economic policies and considered implementing them in Soviet Russia.,Vladimir Lenin did not secretly admire capitalist economic policies and did not consider implementing them in Soviet Russia.,Vladimir Lenin secretly admired capitalist economic policies and considered implementing them in Soviet Russia during the early years of the Bolshevik regime.,Vladimir Lenin considered implementing some economic policies in Soviet Russia.,0.10445189962357716,0.2971177789893258,0.20545834903552326,0.9407380063176645
Leonardo da Vinci had the knowledge and means to construct a working prototype of a flying machine during his lifetime.,Leonardo da Vinci did not have the knowledge and means to construct a working prototype of a flying machine during his lifetime.,Leonardo da Vinci had the knowledge and means to construct a working prototype of a flying machine that could carry a human during his lifetime.,Leonardo da Vinci had the knowledge to explore the concept of a flying machine during his lifetime.,0.7025018797775513,0.7669937199722103,0.6029572176048347,0.8650927911704852
"Vincent van Gogh's ear was cut off by fellow artist Paul Gauguin, not by van Gogh himself.","""Vincent van Gogh's ear was not cut off by fellow artist Paul Gauguin, but by van Gogh himself.""","Vincent van Gogh's ear was cut off by fellow artist Paul Gauguin during a heated argument, not by van Gogh himself.",Vincent van Gogh's ear was cut off by another person.,0.09331725661705167,0.6987327235070876,0.12307506320177292,0.14674721322098416
