original_claim,negated_claim,strengthened_claim,weakened_claim,original_prob,negation_prob,more_specific_prob,less_specific_prob
The Mona Lisa is the most valuable painting in the world.,The Mona Lisa is not the most valuable painting in the world.,"The Mona Lisa is the most valuable painting in the world, valued at over $1 billion.",The Mona Lisa is a valuable painting.,0.63,0.68625,0.528,0.95675
The health benefits of eating dark chocolate regularly includes improved heart health.,The health benefits of eating dark chocolate regularly do not include improved heart health.,The health benefits of eating dark chocolate regularly include improved heart health in individuals who consume at least 70% cocoa content.,The health benefits of eating dark chocolate include improved health.,0.675,0.08800000000000001,0.73875,0.673125
The average temperature of Earth's surface has increased by 1.62 degrees Fahrenheit since the end of the 19th century.,The average temperature of Earth's surface has not increased by 1.62 degrees Fahrenheit since the end of the 19th century.,"The average temperature of Earth's surface has increased by 1.62 degrees Fahrenheit since the end of the 19th century, with a significant portion of this increase occurring in urban areas.",The average temperature of Earth's surface has increased.,0.89425,0.0012500000000000011,0.89425,0.97825
The Mona Lisa is the most visited artwork in the Louvre Museum.,The Mona Lisa is not the most visited artwork in the Louvre Museum.,"The Mona Lisa is the most visited artwork in the Louvre Museum, attracting over 10 million visitors annually.",The Mona Lisa is a highly visited artwork in the Louvre Museum.,0.909,0.0835,0.85225,0.966
The heart is located on the left side of the human body.,The heart is not located on the left side of the human body.,"The heart is located on the left side of the human body, specifically in the left thoracic cavity.",The heart is located in the chest.,0.9015,0.08225000000000002,0.812,1.0
Exercise helps in improving mental health.,Exercise does not help in improving mental health.,Regular aerobic exercise for at least 150 minutes per week significantly improves mental health in adults with diagnosed anxiety disorders.,Exercise helps in improving health.,0.9097500000000001,0.032125,0.865,0.9582499999999999
The average human body contains approximately 25 trillion red blood cells.,The average human body does not contain approximately 25 trillion red blood cells.,The average human body contains approximately 25 trillion red blood cells in a healthy adult male.,The average human body contains a large number of red blood cells.,0.8230000000000001,0.7789999999999999,0.85,0.96075
The Sphinx of Giza originally had the face of a lion.,The Sphinx of Giza did not originally have the face of a lion.,The Sphinx of Giza originally had the face of a lion and was built during the reign of Pharaoh Khafre.,The Sphinx of Giza has features resembling a lion.,0.55825,0.255,0.75625,0.95675
The Mona Lisa actually has hidden symbols in her eyes.,The Mona Lisa does not have hidden symbols in her eyes.,The Mona Lisa actually has hidden symbols in her eyes that can only be seen under ultraviolet light.,The Mona Lisa has some hidden symbols.,0.15500000000000003,0.636,0.037500000000000006,0.637
Julius Caesar had a pet bird.,Julius Caesar did not have a pet bird.,Julius Caesar had a pet parrot.,Julius Caesar had a pet.,0.03975000000000001,0.6895,0.015375000000000007,0.09750000000000003
"The painting ""Mona Lisa"" contains a hidden message.","The painting ""Mona Lisa"" does not contain a hidden message.","The painting ""Mona Lisa"" contains a hidden message that can only be revealed under ultraviolet light.","The painting ""Mona Lisa"" contains a message.",0.32200000000000006,0.754,0.06525,0.751875
An original copy of the U.S. Declaration of Independence is hidden somewhere in a suburban house in Indiana.,An original copy of the U.S. Declaration of Independence is not hidden anywhere in a suburban house in Indiana.,An original copy of the U.S. Declaration of Independence is hidden in a specific suburban house built before 1900 in Indiana.,An original copy of the U.S. Declaration of Independence is hidden somewhere in a house in Indiana.,0.015,0.8634999999999999,0.012374999999999997,0.016875
Dolphins have a longer lifespan than humans.,Dolphins do not have a longer lifespan than humans.,"Dolphins have a longer lifespan than humans, living on average over 60 years in the wild.",Dolphins have a long lifespan.,0.18500000000000003,0.3105,0.15100000000000002,0.85225
The largest dinosaur was blue.,The largest dinosaur was not blue.,The largest dinosaur was a blue sauropod species.,The largest dinosaur was a color.,0.012124999999999997,0.8372499999999999,0.030500000000000013,0.0
"There are more than 2,000 languages spoken in Africa.","There are not more than 2,000 languages spoken in Africa.","There are more than 2,500 languages spoken in Africa.",There are many languages spoken in Africa.,0.9564999999999999,0.085,0.9568749999999999,0.98275
Aliens have visited earth.,Aliens have not visited earth.,Aliens have visited Earth and made contact with government officials in the last 50 years.,Life exists elsewhere in the universe.,0.03900000000000001,0.8393749999999999,0.040499999999999994,0.3
There is a parrot in the living room of the house next door.,There is not a parrot in the living room of the house next door.,"There is a specific species of parrot, a blue-and-yellow macaw, in the living room of the house next door.",There is a bird in the living room of the house next door.,0.09600000000000003,0.4675,0.1875,0.04125000000000001
There are more than 300 species of octopus.,There are not more than 300 species of octopus.,"There are more than 300 species of octopus, with at least 50 of them being found in the Pacific Ocean.",There are many species of octopus.,0.85375,0.5925,0.87475,0.963
The city of Paris has more bridges than the city of London.,The city of Paris does not have more bridges than the city of London.,The city of Paris has at least 10 more bridges than the city of London.,The city of Paris has many bridges.,0.34,0.513,0.30000000000000004,0.97325
A cat in the city of New York is named Oscar.,A cat in the city of New York is not named Oscar.,A cat in the city of New York named Oscar has won a local pet beauty contest.,A cat in a city is named Oscar.,0.55,0.59375,0.08250000000000002,0.7375
The Great Pyramid of Giza contains undiscovered secret chambers.,The Great Pyramid of Giza does not contain undiscovered secret chambers.,The Great Pyramid of Giza contains at least three undiscovered secret chambers.,The Great Pyramid of Giza contains secret chambers.,0.549,0.6,0.26175,0.63175
"The pyramids of Egypt were built by paid laborers, not slaves.","The pyramids of Egypt were not built by paid laborers, but by slaves.","The pyramids of Egypt were built exclusively by paid laborers who were skilled craftsmen, not slaves.",The pyramids of Egypt were built by laborers.,0.753125,0.2505,0.6475,0.86725
The Mona Lisa painting housed in the Louvre Museum contains hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum does not contain hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum contains at least three hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum contains symbols that have yet to be discovered.,0.2505,0.646,0.23325,0.519
Solar power is the most widely used renewable energy source worldwide.,Solar power is not the most widely used renewable energy source worldwide.,"Solar power is the most widely used renewable energy source worldwide, accounting for at least 40% of all renewable energy consumption.",Solar power is a widely used renewable energy source worldwide.,0.7,0.87025,0.183,0.861625
The primary language spoken in the home of a randomly selected person from Canada is English.,The primary language spoken in the home of a randomly selected person from Canada is not English.,"The primary language spoken in the home of a randomly selected person from Canada is English, and they are not bilingual.",The primary language spoken in the home of a randomly selected person from Canada is a language other than French.,0.71875,0.25575,0.5325,0.4
Dolphins are more intelligent than cats.,Dolphins are not more intelligent than cats.,"Dolphins are significantly more intelligent than cats, as measured by problem-solving abilities and social complexity.",Dolphins are intelligent animals.,0.63,0.24375000000000002,0.67125,0.9115
A platypus has more than 1000 genes associated with its venom.,A platypus does not have more than 1000 genes associated with its venom.,A platypus has more than 1000 genes specifically associated with its venom that are unique to its species.,A platypus has genes associated with its venom.,0.2595,0.721875,0.3,0.87025
"There are more than 100,000 species of fungi in the world.","There are not more than 100,000 species of fungi in the world.","There are more than 100,000 species of fungi in the world, with at least 10,000 species yet to be discovered.",There are many species of fungi in the world.,0.85975,0.21825,0.86725,0.97825
The capital city of France has a population over 3 million.,The capital city of France does not have a population over 3 million.,The capital city of France has a population over 3.5 million.,The capital city of France has a population over 1 million.,0.50825,0.14050000000000004,0.7200000000000001,0.966625
Giraffes sleep for less than two hours a day.,Giraffes do not sleep for less than two hours a day.,Giraffes sleep for less than one hour a day.,Giraffes sleep for a short amount of time each day.,0.7045,0.3175,0.159,0.87025
Gasoline prices in the United States will rise within the next month.,Gasoline prices in the United States will not rise within the next month.,Gasoline prices in the United States will rise by at least 10% within the next month.,Gasoline prices in the United States will change within the next month.,0.5325,0.31100000000000005,0.40950000000000003,0.8691249999999999
Elephants are more intelligent than horses.,Elephants are not more intelligent than horses.,"Elephants are significantly more intelligent than horses, as evidenced by their ability to solve complex problems and use tools.",Elephants are intelligent animals.,0.75375,0.21375000000000005,0.75375,0.96475
A blue whale's heart weighs approximately 400 pounds.,A blue whale's heart does not weigh approximately 400 pounds.,A blue whale's heart weighs approximately 400 pounds when fully grown.,A blue whale's heart weighs around 400 pounds.,0.91025,0.09925,0.8436250000000001,0.86275
Dolphins are considered one of the most intelligent species on the planet.,Dolphins are not considered one of the most intelligent species on the planet.,"Dolphins are considered one of the most intelligent species on the planet, exhibiting problem-solving skills comparable to those of great apes.",Dolphins are considered one of the intelligent species on the planet.,0.85,0.07850000000000001,0.85675,0.9097500000000001
Polar bears are left-handed.,Polar bears are not left-handed.,Almost all polar bears are left-handed.,Polar bears have a preference for using one paw over the other.,0.019500000000000003,0.7225,0.0,0.405
Cell phones are the most popular technology device in the world.,Cell phones are not the most popular technology device in the world.,Cell phones are the most popular technology device in the world among individuals aged 18 to 34.,Cell phones are a popular technology device in the world.,0.86725,0.07675000000000001,0.85225,0.9532499999999999
Bananas are the most popular fruit in the United States.,Bananas are not the most popular fruit in the United States.,Bananas are the most popular fruit in the United States among adults aged 18 to 34.,Bananas are a popular fruit in the United States.,0.8634999999999999,0.76125,0.6475,0.87025
There is an undiscovered planet in our solar system beyond Neptune.,There is not an undiscovered planet in our solar system beyond Neptune.,There is an undiscovered planet in our solar system beyond Neptune that is at least the size of Earth.,There is a planet in our solar system beyond Neptune.,0.34600000000000003,0.3,0.1715,0.637
There is extraterrestrial life in our solar system outside of Earth.,There is no extraterrestrial life in our solar system outside of Earth.,There is extraterrestrial microbial life in our solar system outside of Earth.,There is extraterrestrial life in our solar system.,0.167,0.47250000000000003,0.17600000000000002,0.123
The multiverse theory is a correct explanation for quantum physics anomalies.,The multiverse theory is not a correct explanation for quantum physics anomalies.,The multiverse theory is the only correct explanation for all quantum physics anomalies.,The multiverse theory is a possible explanation for quantum physics anomalies.,0.22050000000000003,0.612,0.0435,0.63
The platypus lineage separated from other mammalian lineages more recently than the divergence of the marsupial and placental mammal lineages.,The platypus lineage did not separate from other mammalian lineages more recently than the divergence of the marsupial and placental mammal lineages.,"The platypus lineage separated from other mammalian lineages less than 100 million years ago, which is more recently than the divergence of the marsupial and placental mammal lineages.",The platypus lineage separated from other mammalian lineages.,0.6825,0.8694999999999999,0.31749999999999995,0.9265
There is an undiscovered planet beyond Neptune in our solar system.,There is not an undiscovered planet beyond Neptune in our solar system.,There is an undiscovered planet beyond Neptune in our solar system that is at least the size of Earth.,There is a planet beyond Neptune in our solar system.,0.2355,0.395,0.17450000000000002,0.5924999999999999
Life exists on planets other than Earth within our own galaxy.,Life does not exist on planets other than Earth within our own galaxy.,Life exists on planets other than Earth within our own galaxy that are similar in size and atmosphere to Earth.,Life exists on planets other than Earth.,0.2,0.05275000000000001,0.138375,0.24000000000000005
Artificial sweeteners significantly contribute to weight gain in adults.,Artificial sweeteners do not significantly contribute to weight gain in adults.,Artificial sweeteners significantly contribute to weight gain in adults who consume them daily.,Artificial sweeteners contribute to weight gain in adults.,0.2625,0.67375,0.357,0.35000000000000003
"""The existence of extraterrestrial life in our universe.""","""The non-existence of extraterrestrial life in our universe.""","""The existence of intelligent extraterrestrial life in our universe.""","""The existence of life in our universe.""",0.45,0.07200000000000001,0.2,0.718
Dark matter is composed of axions.,Dark matter is not composed of axions.,Dark matter is composed exclusively of axions with a mass between 10^-6 eV and 10^-3 eV.,Dark matter is composed of some particles.,0.531,0.64925,0.10400000000000001,0.7337499999999999
Dark matter is composed entirely of sterile neutrinos.,Dark matter is not composed entirely of sterile neutrinos.,Dark matter is composed entirely of sterile neutrinos with a mass between 1 and 10 eV.,Dark matter is composed of some sterile neutrinos.,0.06,0.877,0.19575000000000004,0.471
There is life on planets outside our solar system.,There is no life on planets outside our solar system.,"There is complex, intelligent life on planets outside our solar system.",There is life on some planets outside our solar system.,0.22049999999999997,0.0435,0.07750000000000001,0.34600000000000003
Neanderthals had linguistic capabilities similar to modern humans.,Neanderthals did not have linguistic capabilities similar to modern humans.,Neanderthals had linguistic capabilities that were indistinguishable from those of modern humans.,Neanderthals had some form of communication.,0.531,0.7,0.2355,0.864625
The planet Mars once harbored complex forms of life.,The planet Mars never harbored complex forms of life.,The planet Mars once harbored complex multicellular forms of life.,The planet Mars once harbored life.,0.08650000000000001,0.85,0.04100000000000001,0.273
Venus has microbial life in its upper atmosphere.,Venus does not have microbial life in its upper atmosphere.,Venus has microbial life in its upper atmosphere that can survive extreme temperatures and high acidity.,Venus has some form of life in its atmosphere.,0.053500000000000006,0.8634999999999999,0.11399999999999999,0.04975000000000001
Einstein's theory of relativity is incomplete.,Einstein's theory of relativity is complete.,Einstein's theory of relativity is incomplete in its ability to fully explain gravitational interactions at the quantum level.,Einstein's theory of relativity has limitations.,0.7045,0.04999999999999999,0.86725,0.9115
The presence of microbial life exists on Mars.,The presence of microbial life does not exist on Mars.,The presence of complex microbial life exists on Mars.,The presence of microbial life might exist on other planets.,0.07850000000000001,0.54,0.021750000000000005,0.79125
Dark matter consists of axions.,Dark matter does not consist of axions.,Dark matter consists primarily of axions with a mass between 10^-6 eV and 10^-3 eV.,Dark matter consists of some type of particle.,0.36600000000000005,0.492,0.501,0.8721249999999999
Dietary factors are the leading cause of kidney stones.,Dietary factors are not the leading cause of kidney stones.,Dietary factors are the leading cause of calcium oxalate kidney stones.,Dietary factors are a common cause of kidney stones.,0.6457499999999999,0.36400000000000005,0.6194999999999999,0.85
The nature of dark matter is composed of Weakly Interacting Massive Particles (WIMPs).,The nature of dark matter is not composed of Weakly Interacting Massive Particles (WIMPs).,The nature of dark matter is exclusively composed of Weakly Interacting Massive Particles (WIMPs) and no other particles.,The nature of dark matter is composed of some type of particles.,0.531,0.573,0.09000000000000002,0.7045
There exists a potentially habitable exoplanet within 10 light years of Earth.,There does not exist a potentially habitable exoplanet within 10 light years of Earth.,There exists a potentially habitable exoplanet within 10 light years of Earth that has a similar atmosphere to that of Earth.,There exists a potentially habitable exoplanet within a reasonable distance from Earth.,0.6859999999999999,0.595,0.16250000000000003,0.73125
Neanderthals had the ability to create and use language similar to modern humans.,Neanderthals did not have the ability to create and use language similar to modern humans.,Neanderthals had the ability to create and use complex language systems similar to modern humans.,Neanderthals had the ability to communicate.,0.6789999999999999,0.23399999999999999,0.36400000000000005,0.76875
The gene responsible for Huntington's disease also plays a significant role in promoting overall brain health.,The gene responsible for Huntington's disease does not play a significant role in promoting overall brain health.,The gene responsible for Huntington's disease significantly impairs overall brain health in individuals who carry the mutation.,The gene responsible for Huntington's disease plays a role in brain health.,0.08600000000000002,0.46199999999999997,0.87475,0.85225
Pulsars are powered by a reserve of thermal energy.,Pulsars are not powered by a reserve of thermal energy.,Pulsars are powered by a reserve of thermal energy that lasts for at least a million years.,Pulsars are powered by energy.,0.0685,0.9624999999999999,0.17550000000000002,0.718
Exoplanets in the habitable zone of their star system may contain liquid water.,Exoplanets in the habitable zone of their star system may not contain liquid water.,Exoplanets in the habitable zone of their star system may contain liquid water if they have a similar atmospheric composition to Earth.,Exoplanets in the habitable zone of their star system can theoretically contain liquid water.,0.865,0.86725,0.775,0.8865000000000001
Dark matter is composed primarily of weakly interacting massive particles.,Dark matter is not composed primarily of weakly interacting massive particles.,Dark matter is composed primarily of weakly interacting massive particles that have a mass between 1 GeV/c² and 10 GeV/c².,Dark matter is composed of some type of particles.,0.7280000000000001,0.294,0.637,0.8781249999999999
"The newly discovered exoplanet K2-18b, located 124 light years away, has conditions suitable for life as we know it.","The newly discovered exoplanet K2-18b, located 124 light years away, does not have conditions suitable for life as we know it.","The newly discovered exoplanet K2-18b, located 124 light years away, has conditions suitable for life as we know it, specifically for complex multicellular organisms.","The newly discovered exoplanet K2-18b, located 124 light years away, has conditions that might support life.",0.6194999999999999,0.6,0.48,0.85
"The Toba Catastrophe Theory, which states that a supervolcanic event significantly reduced the global human population about 70,000 years ago, is correct.","The Toba Catastrophe Theory, which states that a supervolcanic event significantly reduced the global human population about 70,000 years ago, is not correct.","The Toba Catastrophe Theory, which states that a supervolcanic event significantly reduced the global human population by at least 50% about 70,000 years ago, is correct.",The Toba Catastrophe Theory that a supervolcanic event reduced the global human population is true.,0.56225,0.6194999999999999,0.7,0.616
Chloroquine is effective at treating patients with moderate to severe COVID-19 illness.,Chloroquine is not effective at treating patients with moderate to severe COVID-19 illness.,Chloroquine is effective at treating patients with moderate to severe COVID-19 illness who are under 60 years old and do not have pre-existing health conditions.,Chloroquine is effective at treating patients with COVID-19 illness.,0.036000000000000004,0.89425,0.035,0.041000000000000016
Caffeine significantly contributes to chronic migraines.,Caffeine does not significantly contribute to chronic migraines.,Caffeine significantly contributes to chronic migraines in individuals who consume more than 400 mg per day.,Caffeine contributes to migraines.,0.6587500000000001,0.35100000000000003,0.546,0.7075
Life exists on other planets within our Milky Aay galaxy.,Life does not exist on other planets within our Milky Way galaxy.,Life exists on other planets within our Milky Way galaxy that are similar in conditions to Earth.,Life exists on other planets.,0.1365,0.0485,0.273,0.3
Dark matter is made up of weakly interacting massive particles.,Dark matter is not made up of weakly interacting massive particles.,Dark matter is made up exclusively of weakly interacting massive particles that have a mass between 1 GeV/c² and 10 GeV/c².,Dark matter is made up of some type of particles.,0.637,0.537,0.22499999999999998,0.8694999999999999
There may be undiscovered forms of life on Mars.,There are no undiscovered forms of life on Mars.,There may be undiscovered complex multicellular forms of life on Mars.,There may be undiscovered forms of life in the Milky Way galaxy.,0.77875,0.15000000000000002,0.2925,0.93925
Life exists on planets outside of our solar system.,Life does not exist on planets outside of our solar system.,Life exists on planets outside of our solar system that have conditions similar to Earth.,Life exists on some planets outside of our solar system.,0.27749999999999997,0.04500000000000001,0.2505,0.382
Dark matter consists of weakly interacting massive particles (WIMPs).,Dark matter does not consist of weakly interacting massive particles (WIMPs).,Dark matter consists exclusively of weakly interacting massive particles (WIMPs) and no other types of particles.,Dark matter consists of some type of particles.,0.7,0.2865,0.16875,0.87175
Dietary cholesterol contributes to the development of cardiovascular disease.,Dietary cholesterol does not contribute to the development of cardiovascular disease.,Dietary cholesterol significantly contributes to the development of cardiovascular disease in individuals with a genetic predisposition to hypercholesterolemia.,Dietary cholesterol contributes to health issues.,0.6475,0.17300000000000001,0.75625,0.70375
Extraterrestrial life exists somewhere in the universe.,Extraterrestrial life does not exist anywhere in the universe.,"Extraterrestrial life exists somewhere in the universe, specifically on a planet within the habitable zone of a star similar to our Sun.",Extraterrestrial life exists.,0.721,0.005999999999999998,0.5844999999999999,0.2865
The Tyrannosaurus Rex had feathers.,The Tyrannosaurus Rex did not have feathers.,The Tyrannosaurus Rex had feathers covering at least 50% of its body.,Some dinosaurs had feathers.,0.7406250000000001,0.5549999999999999,0.307,0.924
Dinosaurs were warm-blooded like modern birds.,Dinosaurs were not warm-blooded like modern birds.,All theropod dinosaurs were warm-blooded like modern birds.,Dinosaurs were warm-blooded.,0.6587500000000001,0.5549999999999999,0.48,0.7075
Gravity waves from the Big Bang have been detected.,Gravity waves from the Big Bang have not been detected.,Gravity waves from the Big Bang have been detected with a confidence level of 95% or higher.,Gravity waves have been detected.,0.574,0.859375,0.5925,0.971
Dark matter is composed primarily of non-baryonic particles.,Dark matter is not composed primarily of non-baryonic particles.,Dark matter is composed primarily of non-baryonic particles that do not interact via electromagnetic forces.,Dark matter is composed of some types of particles.,0.9115,0.024750000000000008,0.913,0.871375
Neanderthals have the ability to speak like modern humans.,Neanderthals do not have the ability to speak like modern humans.,Neanderthals have the ability to speak with a vocabulary comparable to that of modern humans.,Neanderthals have some form of communication.,0.334,0.6194999999999999,0.15500000000000003,0.76125
The dark matter in the universe is composed mainly of weakly interacting massive particles (WIMPs).,The dark matter in the universe is not composed mainly of weakly interacting massive particles (WIMPs).,The dark matter in the universe is composed mainly of weakly interacting massive particles (WIMPs) with masses between 10 GeV and 1 TeV.,The dark matter in the universe is composed of some type of particles.,0.7,0.7727499999999999,0.7,0.8845
The genetic material of an organism primarily controls its phenotypic traits.,The genetic material of an organism does not primarily control its phenotypic traits.,The genetic material of an organism primarily controls its phenotypic traits in a way that is significantly influenced by environmental factors.,The genetic material of an organism influences its phenotypic traits.,0.8865000000000001,0.09375,0.85225,0.9602499999999999
Dark matter accounts for approximately 85% of the matter composition in the universe.,Dark matter does not account for approximately 85% of the matter composition in the universe.,"Dark matter accounts for approximately 85% of the matter composition in the universe, specifically in regions of space with low baryonic matter density.",Dark matter accounts for a significant portion of the matter composition in the universe.,0.96475,0.03075,0.892,0.96475
Regular physical exercise increases cognitive function in adults.,Regular physical exercise does not increase cognitive function in adults.,Regular physical exercise increases cognitive function in adults aged 30 to 50.,Regular physical activity increases cognitive function.,0.8634999999999999,0.07600000000000001,0.851125,0.851125
Vitamin D supplementation reduces the risk of acute respiratory tract infection.,Vitamin D supplementation does not reduce the risk of acute respiratory tract infection.,Vitamin D supplementation reduces the risk of acute respiratory tract infection by at least 30% in individuals with low baseline levels of vitamin D.,Vitamin D supplementation reduces the risk of infection.,0.63175,0.6,0.6439999999999999,0.63175
The rate of star formation in the universe has significantly decreased over the past 11 billion years.,The rate of star formation in the universe has not significantly decreased over the past 11 billion years.,The rate of star formation in the universe has significantly decreased by at least 50% over the past 11 billion years.,The rate of star formation in the universe has changed over the past 11 billion years.,0.86725,0.282,0.77875,0.8634999999999999
Water vapor is the largest contributor to the Earth's greenhouse effect.,Water vapor is not the largest contributor to the Earth's greenhouse effect.,"Water vapor is the largest contributor to the Earth's greenhouse effect, accounting for at least 70% of the total greenhouse effect.",Water vapor contributes to the Earth's greenhouse effect.,0.9,0.865,0.765,0.9602499999999999
The Higgs boson particle gives other particles their mass.,The Higgs boson particle does not give other particles their mass.,The Higgs boson particle gives other fundamental particles their mass through the Higgs field interaction.,The Higgs boson particle is related to the mass of other particles.,0.961,0.014500000000000006,0.96075,0.9604999999999999
"The human body contains more bacterial cells than human cells.
",The human body does not contain more bacterial cells than human cells.,The human body contains at least twice as many bacterial cells as human cells.,The human body contains a significant number of bacterial cells.,0.86725,0.38049999999999995,0.66,0.9582499999999999
"The Voynich Manuscript was intentionally created as a complex hoax in the 15th century by a single individual, with no meaningful content, simply to perplex and amuse others.","The Voynich Manuscript was not intentionally created as a complex hoax in the 15th century by a single individual, with meaningful content, simply to perplex and amuse others.","The Voynich Manuscript was intentionally created as a complex hoax in the 15th century by a single individual, with no meaningful content, simply to perplex and amuse scholars and intellectuals of that era.","The Voynich Manuscript was created in the 15th century by someone, with the intention of perplexing others.",0.23325,0.7,0.1615,0.6684999999999999
Vladimir Lenin secretly admired capitalist economic policies and considered implementing them in Soviet Russia.,Vladimir Lenin did not secretly admire capitalist economic policies and did not consider implementing them in Soviet Russia.,Vladimir Lenin secretly admired capitalist economic policies and considered implementing them in Soviet Russia during the early years of the Bolshevik regime.,Vladimir Lenin considered implementing some economic policies in Soviet Russia.,0.0685,0.2,0.17,0.95675
Leonardo da Vinci had the knowledge and means to construct a working prototype of a flying machine during his lifetime.,Leonardo da Vinci did not have the knowledge and means to construct a working prototype of a flying machine during his lifetime.,Leonardo da Vinci had the knowledge and means to construct a working prototype of a flying machine that could carry a human during his lifetime.,Leonardo da Vinci had the knowledge to explore the concept of a flying machine during his lifetime.,0.6194999999999999,0.8,0.334,0.9115
"Vincent van Gogh's ear was cut off by fellow artist Paul Gauguin, not by van Gogh himself.","""Vincent van Gogh's ear was not cut off by fellow artist Paul Gauguin, but by van Gogh himself.""","Vincent van Gogh's ear was cut off by fellow artist Paul Gauguin during a heated argument, not by van Gogh himself.",Vincent van Gogh's ear was cut off by another person.,0.037500000000000006,0.6637500000000001,0.154,0.135
Leonardo da Vinci used mirror writing because he wanted to keep his ideas secret from the general public.,Leonardo da Vinci did not use mirror writing because he wanted to keep his ideas secret from the general public.,Leonardo da Vinci used mirror writing exclusively to keep his ideas secret from the general public.,Leonardo da Vinci used mirror writing.,0.243,0.264,0.18900000000000003,0.86725
Christopher Columbus was primarily motivated by a quest for gold rather than the expansion of Christianity or exploration.,Christopher Columbus was not primarily motivated by a quest for gold rather than the expansion of Christianity or exploration.,"Christopher Columbus was primarily motivated by a quest for gold, specifically seeking to acquire gold from the indigenous peoples of the Caribbean, rather than the expansion of Christianity or exploration.",Christopher Columbus was motivated by a quest for gold.,0.7314999999999999,0.375,0.7045,0.85
"Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was not of Macedonian Greek descent but rather of primarily Egyptian ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was of Macedonian Greek descent rather than primarily of Egyptian ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was not of Macedonian Greek descent but rather of primarily Egyptian ancestry, with at least 75% of her lineage traced back to ancient Egyptian heritage.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, had some Egyptian ancestry.",0.0595,0.909,0.033000000000000015,0.8125
The Hanging Gardens of Babylon were actually located in the city of Nineveh.,The Hanging Gardens of Babylon were not actually located in the city of Nineveh.,The Hanging Gardens of Babylon were actually located in the city of Nineveh and were built during the reign of King Sennacherib.,The Hanging Gardens of Babylon were located in a city in ancient Mesopotamia.,0.14100000000000001,0.47175,0.23099999999999998,0.839375
"The Lost Colony of Roanoke relocated to join a nearby Native American tribe, integrating with them.","The Lost Colony of Roanoke did not relocate to join a nearby Native American tribe, integrating with them.","The Lost Colony of Roanoke relocated to join a specific nearby Native American tribe, the Croatan, integrating with them and adopting their customs.",The Lost Colony of Roanoke may have relocated to join a nearby Native American tribe.,0.22949999999999998,0.7,0.2355,0.6824999999999999
Vincent van Gogh's ear was cut off by Paul Gauguin during a confrontation and not by van Gogh himself.,"""Vincent van Gogh's ear was not cut off by Paul Gauguin during a confrontation and was cut off by van Gogh himself.""",Vincent van Gogh's ear was cut off by Paul Gauguin during a violent confrontation in which Gauguin threatened van Gogh with a weapon.,Vincent van Gogh's ear was cut off during a confrontation.,0.052000000000000005,0.17300000000000001,0.14700000000000002,0.7247499999999999
Cleopatra VII was fluent in nine languages.,Cleopatra VII was not fluent in nine languages.,"Cleopatra VII was fluent in nine specific languages, including Greek and Egyptian.",Cleopatra VII was fluent in several languages.,0.6859999999999999,0.85375,0.5529999999999999,0.86575
Amelia Earhart was captured by Japanese forces after her plane crashed in the Pacific.,Amelia Earhart was not captured by Japanese forces after her plane crashed in the Pacific.,Amelia Earhart was captured by Japanese forces after her plane crashed in the Pacific and was held in a secret military facility.,Amelia Earhart's plane crashed in the Pacific.,0.057999999999999996,0.86875,0.030000000000000013,0.7
Henry VIII considered rejoining the Catholic Church later in his reign.,Henry VIII did not consider rejoining the Catholic Church later in his reign.,Henry VIII considered rejoining the Catholic Church in the last year of his reign.,Henry VIII considered rejoining the Catholic Church.,0.243,0.8436250000000001,0.23099999999999998,0.18200000000000002
Leonardo da Vinci had plans for a flying machine that could have potentially worked if constructed with modern materials.,Leonardo da Vinci did not have plans for a flying machine that could have potentially worked if constructed with modern materials.,Leonardo da Vinci had detailed plans for a flying machine that could have potentially worked if constructed with modern lightweight materials and advanced engineering techniques.,Leonardo da Vinci had plans for a flying machine.,0.6637500000000001,0.085,0.6637500000000001,0.954125
Christopher Marlowe was a secret government agent.,Christopher Marlowe was not a secret government agent.,Christopher Marlowe was a secret government agent working for the English government during the late 16th century.,Christopher Marlowe was involved in government activities.,0.243,0.7975,0.13875000000000004,0.504
Julius Caesar considered invading Ireland.,Julius Caesar did not consider invading Ireland.,Julius Caesar seriously considered invading Ireland during his military campaigns in Gaul.,Julius Caesar considered invading other territories.,0.31100000000000005,0.7705,0.20700000000000002,0.87475
Julius Caesar considered invading Ireland before his assassination in 44 BC.,Julius Caesar did not consider invading Ireland before his assassination in 44 BC.,Julius Caesar considered invading Ireland with a detailed military plan before his assassination in 44 BC.,Julius Caesar considered invading Ireland.,0.261,0.739,0.03975000000000001,0.2505
Vikings used sunstones for navigation during cloudy or foggy weather.,Vikings did not use sunstones for navigation during cloudy or foggy weather.,Vikings used sunstones for navigation during cloudy or foggy weather in northern latitudes.,Vikings used tools for navigation during cloudy or foggy weather.,0.75,0.6859999999999999,0.744375,0.7
